City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,ciudad bolivar,8.1222,-63.5497,26.09,80,30,4.78,VE,1701047634
279,callao,-12.0667,-77.15,22.62,73,0,5.66,PE,1701047635
280,luderitz,-26.6481,15.1594,20.92,48,0,7.96,NA,1701047635
281,vadso,70.0744,29.7487,-2.91,74,100,4.12,NO,1701047635
282,la ronge,55.1001,-105.2842,-14.56,90,100,3.25,CA,1701047636
283,malpica,43.3228,-8.8105,14.01,79,100,4.61,ES,1701047636
284,qamdo,31.1667,97.2333,-7.37,21,36,0.62,CN,1701047636
285,lethem,3.3803,-59.7968,26.76,68,82,2.66,GY,1701047637
286,mata-utu,-13.2816,-176.1745,29.3,78,25,7.51,WF,1701047563
287,ondangwa,-17.9167,15.95,24.82,60,90,2.64,NA,1701047637
288,cintalapa de figueroa,16.7333,-93.7167,20.67,98,19,2.12,MX,1701047637
289,taunggyi,20.7833,97.0333,14.13,81,78,0.61,MM,1701047638
290,dyurtyuli,55.4911,54.8688,-1.37,84,64,3.59,RU,1701047638
291,fort bragg,35.139,-79.006,8.85,90,100,2.57,US,1701047483
292,salinopolis,-0.6136,-47.3561,26.93,78,100,4.58,BR,1701047639
293,kenema,7.8767,-11.1875,22.15,98,17,0.33,SL,1701047639
294,usinsk,65.9939,57.5281,-23.82,100,61,2.07,RU,1701047639
295,kapa'a,22.0752,-159.319,26.99,86,75,7.2,US,1701047354
296,huai'an,33.5886,119.0192,9.9,64,0,5.55,CN,1701047640
297,salalah,17.0151,54.0924,24.05,69,0,1.54,OM,1701047640
298,alaghsas,17.0187,8.0168,24.74,18,92,4.51,NE,1701047640
299,praya,14.9215,-23.5087,24.3,69,75,5.14,CV,1701047641
300,nuku'alofa,-21.1333,-175.2,29.19,79,20,5.14,TO,1701047641
301,laibin,23.7,109.2667,19.14,69,3,2.59,CN,1701047641
302,east london,-33.0153,27.9116,20.47,92,4,2.1,ZA,1701047454
303,polyarnyy,69.1989,33.4478,-15.29,90,26,2.81,RU,1701047641
304,coquimbo,-29.9533,-71.3436,15.15,88,15,1.72,CL,1701047597
305,penalva,-3.2942,-45.1736,24.25,87,82,2.22,BR,1701047638
306,hailin,44.5833,129.4167,-9.48,92,100,0.9,CN,1701047642
307,petropavlovsk-kamchatsky,53.0452,158.6483,-5.12,63,75,7.15,RU,1701047642
308,choyr,46.3611,108.3611,-16.03,83,3,7.41,MN,1701047376
309,flekkefjord,58.2971,6.6607,1.08,88,100,7.28,NO,1701047643
310,namibe,-15.1961,12.1522,23.26,78,100,1.06,AO,1701047643
311,badger,64.8,-147.5333,-5.07,91,100,0.0,US,1701047644
312,richards bay,-28.783,32.0377,22.67,91,65,1.32,ZA,1701047644
313,qashyr,53.0675,76.1036,0.48,93,100,3.63,KZ,1701047644
314,luuq,3.7938,42.5445,26.72,67,84,2.48,SO,1701047645
315,jamjamal,35.5365,44.8317,12.21,63,11,5.36,IQ,1701047645
316,benguela,-12.5763,13.4055,26.58,82,100,2.87,AO,1701047646
317,fort st. john,56.2499,-120.8529,-4.26,94,100,1.52,CA,1701047646
318,waynesville,35.4887,-82.9887,7.66,91,100,2.68,US,1701047646
319,sylacauga,33.1732,-86.2516,12.02,100,100,1.54,US,1701047647
320,castelldefels,41.2779,1.9703,13.93,80,20,4.12,ES,1701047647
321,sirte,31.2089,16.5887,16.83,69,99,0.29,LY,1701047647
322,coahuayana de hidalgo,18.7,-103.6583,25.12,70,100,0.58,MX,1701047647
323,ribeira brava,32.65,-17.0667,19.84,73,95,1.09,PT,1701047647
324,pariaman,-0.619,100.12,26.03,82,100,0.91,ID,1701047648
325,canton,23.1167,113.25,23.82,54,0,2.92,CN,1701047648
326,sanctuary point,-35.1114,150.629,22.33,68,58,3.78,AU,1701047649
327,khandyga,62.6667,135.6,-31.38,94,100,0.46,RU,1701047649
328,pacasmayo,-7.4006,-79.5714,20.15,78,100,5.58,PE,1701047649
329,pamandzi,-12.7967,45.2794,25.88,83,0,1.54,YT,1701047650
330,kavaratti,10.5669,72.642,28.63,69,3,2.32,IN,1701047650
331,ha'il,27.5219,41.6907,15.01,55,0,2.06,SA,1701047402
332,prieska,-29.6641,22.7474,24.55,19,0,2.12,ZA,1701047651
333,dalandzadgad,43.5708,104.425,-9.38,75,31,5.78,MN,1701047651
334,barcelos,41.5388,-8.6151,12.18,94,99,1.07,PT,1701047651
335,wuwei,37.9281,102.6414,1.12,41,21,1.65,CN,1701047651
336,laojunmiao,39.8333,97.7333,-1.14,34,30,1.14,CN,1701047357
337,maua,-23.6678,-46.4614,19.09,89,100,1.45,BR,1701047652
338,flying fish cove,-10.4217,105.6791,25.82,73,100,4.63,CX,1701047377
339,paita,-5.0892,-81.1144,20.62,79,5,6.04,PE,1701047652
340,waingapu,-9.6567,120.2641,29.59,67,66,1.49,ID,1701047653
341,lushun,38.8,121.2667,6.12,56,6,8.0,CN,1701047653
342,makary,12.5717,14.4666,26.34,40,40,4.74,CM,1701047653
343,bulgan,48.8125,103.5347,-16.69,96,41,1.45,MN,1701047653
344,aasiaat,68.7098,-52.8699,-5.0,95,100,4.42,GL,1701047654
345,remire-montjoly,4.9167,-52.2667,27.02,89,40,1.54,GF,1701047654
346,genhe,50.7833,121.5167,-17.97,87,100,1.68,CN,1701047654
347,kiunga,-6.1219,141.2906,29.98,69,98,1.1,PG,1701047654
348,hamilton,39.1834,-84.5333,6.9,87,100,8.05,US,1701047253
349,minas de marcona,-15.2119,-75.1103,15.6,79,6,4.55,PE,1701047655
350,betio village,1.358,172.9211,31.02,67,49,1.67,KI,1701047655
351,rio claro,-22.4114,-47.5614,21.18,83,65,1.71,BR,1701047655
352,siocon,7.7061,122.1353,29.37,70,37,0.75,PH,1701047358
353,rocky mountain house,52.3668,-114.9188,-5.07,88,16,1.64,CA,1701047600
354,kyshtovka,56.555,76.6271,-2.59,97,100,0.89,RU,1701047656
355,arkhangel'sk,64.5401,40.5433,-18.4,97,22,1.77,RU,1701047656
356,cafayate,-26.073,-65.9761,20.04,73,43,1.86,AR,1701047656
357,opuwo,-18.0607,13.84,24.48,61,100,1.21,NA,1701047657
358,peniche,39.3558,-9.3811,13.03,73,54,2.39,PT,1701047657
359,tangalle,6.024,80.7911,24.09,87,83,4.51,LK,1701047657
360,mamuju,-2.6748,118.8885,28.56,75,61,0.3,ID,1701047657
361,dickinson,29.4608,-95.0513,12.24,61,0,6.17,US,1701047425
362,okhotsk,59.3833,143.3,-16.73,86,100,7.18,RU,1701047658
363,weining,26.85,104.2333,8.74,83,0,1.94,CN,1701047387
364,san andres,12.5847,-81.7006,29.01,79,40,6.17,CO,1701047441
365,del rio,29.3627,-100.8968,13.06,51,75,5.81,US,1701047659
366,novoagansk,61.9449,76.6625,-13.31,98,100,1.81,RU,1701047659
367,vilyuchinsk,52.9306,158.4028,-4.3,69,86,4.47,RU,1701047659
368,sarupathar,26.1984,93.8094,16.27,87,39,0.49,IN,1701047660
369,alamosa,37.4695,-105.87,-7.01,63,0,3.6,US,1701047618
370,bereznik,62.8551,42.7072,-16.5,96,90,1.65,RU,1701047661
371,aktobe,50.2797,57.2072,0.05,74,0,5.0,KZ,1701047661
372,medicine hat,50.0501,-110.6683,2.55,75,21,2.94,CA,1701047661
373,malanje,-9.5402,16.341,17.73,98,100,0.41,AO,1701047661
374,peace river,56.2501,-117.286,-1.37,87,77,2.41,CA,1701047661
375,dor marunt,44.45,26.9167,-0.75,85,100,3.04,RO,1701047662
376,sinton,28.0367,-97.5092,15.48,40,100,6.26,US,1701047662
377,greenville,35.6127,-77.3663,9.02,98,100,0.0,US,1701047396
378,jieshou,33.2634,115.3611,9.92,64,0,4.35,CN,1701047663
379,arraial do cabo,-22.9661,-42.0278,22.93,80,100,7.95,BR,1701047663
380,mugia,43.1041,-9.2179,14.39,88,100,6.4,ES,1701047663
381,vanju-mare,44.4253,22.8697,-0.38,67,12,8.12,RO,1701047663
382,aqaba,29.5267,35.0078,17.92,36,0,2.06,JO,1701047664
383,kailua-kona,19.6406,-155.9956,27.98,80,75,5.66,US,1701047664
384,sao joao do piaui,-8.3581,-42.2467,25.64,33,0,1.82,BR,1701047664
385,general pico,-35.6566,-63.7568,27.28,24,83,4.66,AR,1701047665
386,uliastay,47.7417,96.8444,-13.13,90,96,2.23,MN,1701047665
387,morondava,-20.2833,44.2833,26.55,76,19,4.01,MG,1701047665
388,barabinsk,55.3571,78.357,-5.16,96,87,2.99,RU,1701047665
389,kuanda,56.3161,116.0806,-26.11,95,64,0.1,RU,1701047665
390,chaihe,44.7667,129.7,-10.81,93,100,1.14,CN,1701047666
391,auce,56.4598,22.9017,-7.07,99,93,1.01,LV,1701047666
392,khromtau,50.2503,58.4347,-1.46,79,96,6.16,KZ,1701047666
393,bandon,51.7469,-8.7425,9.77,92,100,2.58,IE,1701047667
394,konkwesso,10.8469,4.0984,24.23,79,100,1.66,NG,1701047667
395,tagta,41.6504,59.9164,12.36,26,0,2.99,TM,1701047667
396,susuman,62.7833,148.1667,-21.67,98,100,1.93,RU,1701047668
397,warrnambool,-38.3833,142.4833,13.98,69,100,5.89,AU,1701047668
398,hadgaon,19.5,77.6667,18.25,89,17,3.6,IN,1701047668
399,emporia,38.4039,-96.1817,-0.89,74,0,4.63,US,1701047529
400,bazarak,35.3129,69.5152,4.9,33,6,2.17,AF,1701047668
401,hengchun,22.0042,120.7439,24.01,69,100,5.5,TW,1701047669
402,nahiyat al fuhud,30.9697,46.7228,18.36,86,0,4.43,IQ,1701047669
403,moroni,-11.7022,43.2551,26.15,82,100,0.66,KM,1701047669
404,langepas,61.2544,75.2124,-10.32,97,100,1.87,RU,1701047669
405,selfoss,63.9331,-20.9971,4.52,87,100,2.73,IS,1701047442
406,naila,50.3167,11.7,1.44,79,75,4.92,DE,1701047670
407,tamanrasset,22.785,5.5228,13.84,19,0,3.19,DZ,1701047670
408,kone,-21.0595,164.8658,29.0,48,92,1.48,NC,1701047411
409,mlangali,-9.7833,34.5167,14.73,85,76,2.09,TZ,1701047671
410,jinghong,21.991,100.7341,18.57,75,10,0.81,CN,1701047671
411,pacific grove,36.6177,-121.9166,15.39,49,0,0.45,US,1701047671
412,langtoucun,40.0261,124.3286,1.88,81,100,1.77,CN,1701047671
413,hassi messaoud,31.6804,6.0729,14.46,32,85,2.52,DZ,1701047672
414,gunsan,35.9786,126.7114,7.94,100,100,2.57,KR,1701047672
415,severnoye,56.3491,78.3619,-0.57,97,100,3.58,RU,1701047672
416,illizi,26.4833,8.4667,15.94,30,0,3.11,DZ,1701047673
417,machico,32.7,-16.7667,19.84,76,40,2.57,PT,1701047673
418,at taraf,25.3628,49.725,20.3,59,6,3.4,SA,1701047673
419,maun,-19.9833,23.4167,26.02,36,0,2.5,BW,1701047673
420,yarmouth,41.7057,-70.2286,8.34,82,40,5.14,US,1701047674
421,altamira,-3.2033,-52.2064,23.16,95,40,1.77,BR,1701047389
422,mili,6.0815,171.735,28.36,80,100,8.57,MH,1701047674
423,kilju,40.9642,129.3278,2.25,65,63,0.47,KP,1701047674
424,port isabel,26.0734,-97.2086,17.02,83,100,6.26,US,1701047675
425,ta`u,-14.2336,-169.5144,27.95,84,95,8.47,AS,1701047675
426,zhongshan,21.3226,110.5829,21.51,68,27,2.57,CN,1701047675
427,pedernales,18.0384,-71.744,26.21,71,27,1.27,DO,1701047676
428,bria,6.5423,21.9863,21.94,85,99,1.63,CF,1701047676
429,katsuura,35.1333,140.3,11.01,72,0,1.79,JP,1701047408
430,inari,68.906,27.0288,-13.89,100,96,1.3,FI,1701047677
431,mokhsogollokh,61.4681,128.9203,-23.21,94,100,2.83,RU,1701047677
432,sisimiut,66.9395,-53.6735,-4.23,93,100,4.07,GL,1701047677
433,guwahati,26.1862,91.751,14.95,100,20,0.0,IN,1701047677
434,san antonio oeste,-40.7319,-64.9477,16.68,45,27,9.09,AR,1701047425
435,merritt,50.1123,-120.7942,1.29,82,100,0.45,CA,1701047678
436,huangyan,28.6478,121.2594,17.77,71,2,0.8,CN,1701047678
437,crane,31.3974,-102.3501,8.54,30,100,3.21,US,1701047393
438,hami,42.8,93.45,1.49,45,31,3.45,CN,1701047679
439,hornsby bend,30.2474,-97.5833,10.17,55,75,3.6,US,1701047679
440,iturama,-19.7281,-50.1956,24.11,79,54,3.25,BR,1701047679
441,plettenberg bay,-34.0527,23.3716,18.31,67,2,2.1,ZA,1701047431
442,morehead city,34.7229,-76.726,11.1,89,100,1.54,US,1701047603
443,cienaga,11.007,-74.2476,30.55,77,7,2.5,CO,1701047680
444,baiyin,36.5583,104.2081,1.64,37,3,1.12,CN,1701047385
445,cekerek,40.0731,35.4947,2.38,71,100,4.91,TR,1701047680
446,port macquarie,-31.4333,152.9167,29.94,59,2,4.71,AU,1701047680
447,conception bay south,47.4999,-52.9981,1.07,85,100,3.17,CA,1701047508
448,san carlos de bariloche,-41.1456,-71.3082,15.33,66,100,1.99,AR,1701047487
449,alupka,44.4167,34.05,4.69,84,92,13.45,UA,1701047681
450,douglas,41.3,-96.167,-0.79,67,0,3.09,US,1701047681
451,gornozavodsk,58.3758,58.3211,-1.15,96,100,1.85,RU,1701047681
452,ghadamis,30.1337,9.5007,13.86,41,100,3.74,LY,1701047682
453,mossel bay,-34.1831,22.146,18.76,79,0,3.13,ZA,1701047682
454,tromso,69.6496,18.957,-2.99,100,40,0.0,NO,1701047682
455,luau,-10.7073,22.2247,18.51,98,100,1.64,AO,1701047451
456,pilar do sul,-23.8131,-47.7164,16.79,96,100,2.51,BR,1701047682
457,san luis de la loma,17.2706,-100.8939,26.3,77,95,1.24,MX,1701047683
458,mount pearl,47.5166,-52.7813,0.74,84,100,0.89,CA,1701047683
459,bayganin,48.6947,55.8742,1.88,73,32,8.57,KZ,1701047683
460,yoloten,37.2989,62.3597,17.99,46,2,8.55,TM,1701047684
461,sodankyla,67.4167,26.6,-24.3,100,59,1.29,FI,1701047684
462,kyren,51.6828,102.1408,-15.59,89,70,0.45,RU,1701047684
463,pointe-noire,-4.7761,11.8635,26.17,86,100,2.53,CG,1701047684
464,puerto baquerizo moreno,-0.9,-89.6,24.62,77,51,5.02,EC,1701047684
465,ceelbuur,4.685,46.6176,24.62,81,38,4.55,SO,1701047685
466,lapinlahti,65.5833,30.5667,-12.91,96,100,3.06,RU,1701047685
467,grand baie,-20.0182,57.5802,24.14,85,67,0.89,MU,1701047685
468,yagoua,10.3411,15.2329,26.48,28,100,2.8,CM,1701047686
469,konarka,19.9,86.1167,20.22,73,91,3.02,IN,1701047686
470,acapulco de juarez,16.8634,-99.8901,28.9,74,75,3.09,MX,1701047636
471,laguna,38.421,-121.4238,13.99,41,0,1.54,US,1701047686
472,rawson,-43.3002,-65.1023,13.27,54,48,5.42,AR,1701047686
473,thinadhoo,0.5333,72.9333,27.48,76,89,0.91,MV,1701047687
474,banda aceh,5.5577,95.3222,25.21,86,100,1.8,ID,1701047687
475,bayanhongor,46.7167,100.1167,-19.36,84,3,1.92,MN,1701047687
476,vilhena,-12.7406,-60.1458,23.65,73,59,1.2,BR,1701047688
477,colares,38.7992,-9.4469,13.52,85,39,6.26,PT,1701047688
478,soio,-6.1349,12.3689,26.31,86,100,3.12,AO,1701047688
479,sola,-13.8833,167.55,26.62,84,84,8.12,VU,1701047688
480,erenhot,43.6475,111.9767,-7.91,70,100,5.98,CN,1701047689
481,tralee,52.2704,-9.7026,9.07,93,98,2.78,IE,1701047689
482,copala,16.65,-98.9833,26.12,78,61,0.82,MX,1701047689
483,coron,11.9986,120.2043,29.27,68,93,1.9,PH,1701047689
484,mejit,10.2753,170.8646,27.61,77,100,9.81,MH,1701047689
485,xining,36.6167,101.7667,-0.13,35,94,0.95,CN,1701047690
486,vlore,40.4667,19.4897,8.4,59,74,1.48,AL,1701047690
487,sao joao da barra,-21.6403,-41.0511,23.3,77,100,4.27,BR,1701047479
488,kimbe,-5.5502,150.1429,29.73,73,25,1.75,PG,1701047690
489,ancud,-41.8697,-73.8203,11.58,88,100,1.42,CL,1701047691
490,ulladulla,-35.35,150.4667,26.54,69,76,3.6,AU,1701047691
491,grand falls-windsor,48.9332,-55.6649,0.28,77,89,2.75,CA,1701047691
492,uige,-7.6087,15.0613,18.83,98,96,0.99,AO,1701047691
493,verdal,63.7933,11.4817,-14.98,76,5,2.51,NO,1701047691
494,auki,-8.7676,160.7034,28.85,74,100,1.23,SB,1701047692
495,malaya vishera,58.8454,32.2222,-8.24,96,100,2.44,RU,1701047692
496,belmonte,-15.8631,-38.8828,24.31,88,77,2.37,BR,1701047692
497,ringkobing,56.0901,8.244,1.12,95,100,7.45,DK,1701047692
498,erdenet,49.0333,104.0833,-17.32,96,47,1.49,MN,1701047413
499,fairbanks,64.8378,-147.7164,-5.02,90,100,0.0,US,1701047693
500,kabompo,-13.5927,24.2008,17.74,98,100,1.89,ZM,1701047693
501,mudgee,-32.5943,149.5871,28.12,33,34,4.63,AU,1701047693
502,ribas do rio pardo,-20.4431,-53.7592,22.07,94,100,2.13,BR,1701047693
503,paidha,2.4167,30.9855,15.98,93,100,1.37,UG,1701047694
504,menongue,-14.6585,17.691,17.38,93,98,0.48,AO,1701047694
505,kuytun,54.3419,101.5036,-21.89,99,20,0.81,RU,1701047694
506,tofol,5.3248,163.0078,28.88,84,75,7.72,FM,1701047694
507,taguatinga,-12.3857,-46.5711,28.27,45,66,2.25,BR,1701047695
508,dhandhuka,22.3667,71.9833,21.67,80,99,5.52,IN,1701047695
509,as sulayyil,20.4607,45.5779,19.14,44,86,2.19,SA,1701047695
510,bubaque,11.2833,-15.8333,26.98,65,5,3.84,GW,1701047696
511,san antonio de pale,-1.4014,5.6325,26.98,79,73,3.15,GQ,1701047696
512,andratx,39.5755,2.4202,14.23,78,100,5.1,ES,1701047696
513,miracema do tocantins,-9.5618,-48.3967,26.96,65,10,2.03,BR,1701047696
514,mwinilunga,-11.7358,24.4293,16.67,97,100,0.84,ZM,1701047696
515,kifri,34.6959,44.9661,15.5,58,11,4.2,IQ,1701047697
516,samarskoye,46.9336,39.6814,8.34,65,100,13.23,RU,1701047697
517,uzgen,40.7699,73.3007,3.16,34,10,2.94,KG,1701047697
518,nehoiu,45.4167,26.3,-0.98,76,100,7.2,RO,1701047697
519,sayula de aleman,17.8667,-94.95,24.59,92,71,1.94,MX,1701047698
520,kindu,-2.95,25.95,21.32,96,100,0.32,CD,1701047698
521,mouila,-1.8685,11.0559,22.78,99,100,0.7,GA,1701047698
522,ikalamavony,-21.15,46.5833,22.37,76,1,0.69,MG,1701047699
523,tual,-5.6667,132.75,27.79,78,100,4.14,ID,1701047699
524,tiassale,5.8983,-4.8283,23.52,97,100,0.93,CI,1701047699
525,winnemucca,40.973,-117.7357,0.03,64,0,0.0,US,1701047699
526,kununurra,-15.7667,128.7333,31.99,58,12,1.54,AU,1701047700
527,orebro,59.2741,15.2066,-3.56,86,100,2.06,SE,1701047700
528,yanam,16.7333,82.2167,24.99,72,100,3.41,IN,1701047700
529,thunder bay,48.4001,-89.3168,-4.29,69,100,7.49,CA,1701047616
530,miles city,46.4083,-105.8406,-1.46,64,100,3.09,US,1701047701
531,krasnyy chikoy,50.3643,108.7512,-17.06,95,100,2.69,RU,1701047701
532,poronaysk,49.2167,143.1167,-6.77,50,4,6.09,RU,1701047701
533,chernyshevskiy,63.0128,112.4714,-23.97,99,90,1.69,RU,1701047702
534,uniao,-4.5858,-42.8642,28.89,58,100,2.92,BR,1701047651
535,kristiansund,63.1115,7.732,-2.64,68,2,5.14,NO,1701047439
536,tavricheskoye,54.5851,73.6395,-0.05,92,100,3.12,RU,1701047703
537,tirat karmel,32.7617,34.9719,17.55,89,94,13.41,IL,1701047703
538,xai-xai,-25.0519,33.6442,22.33,94,40,0.47,MZ,1701047703
539,west bay,19.3667,-81.4167,28.04,84,20,3.6,KY,1701047440
540,clifton,40.8584,-74.1638,11.69,85,100,7.2,US,1701047532
541,utrik,11.2278,169.8474,27.76,73,91,9.28,MH,1701047705
542,nalut,30.3333,10.85,11.81,48,81,4.5,LY,1701047705
543,usogorsk,63.4106,48.6872,-15.74,97,100,1.94,RU,1701047705
544,nadym,65.5333,72.5167,-19.86,100,19,3.57,RU,1701047706
545,bomdila,27.25,92.4,7.68,52,100,3.01,IN,1701047706
546,labytnangi,66.6572,66.4183,-23.35,99,72,0.86,RU,1701047706
547,geraldton,-28.7667,114.6,23.23,56,19,5.66,AU,1701047706
548,happy valley-goose bay,53.3168,-60.3315,-2.83,74,20,2.06,CA,1701047707
549,ongjin,37.9347,125.3619,8.69,78,23,4.9,KP,1701047707
550,sona,45.4388,10.8255,3.51,80,0,1.03,IT,1701047707
551,salekhard,66.53,66.6019,-24.03,100,96,0.08,RU,1701047446
552,nueve de julio,-35.4444,-60.8831,24.42,47,0,1.79,AR,1701047598
553,ulsteinvik,62.3432,5.8487,2.09,78,2,1.79,NO,1701047708
554,masina,-4.3836,15.3914,21.99,96,99,0.31,CD,1701047708
555,cannonvale,-20.2833,148.7,27.66,67,100,3.67,AU,1701047709
556,kertih,4.5141,103.4483,25.03,87,100,1.49,MY,1701047709
557,colonia,50.9333,6.95,5.54,81,75,3.09,DE,1701047453
558,lata,40.1629,-8.3327,8.93,95,60,0.48,PT,1701047709
559,muisne,0.6,-80.0333,25.33,86,99,2.95,EC,1701047710
